234	2.34	0.99035813
235	2.35	0.990613294
236	2.36	0.990862532
237	2.37	0.991105957
238	2.38	0.991343681
239	2.39	0.991575814
240	2.4	0.991802464
241	2.41	0.99202374
242	2.42	0.992239746
243	2.43	0.992450589
244	2.44	0.992656369
245	2.45	0.992857189
246	2.46	0.993053149
247	2.47	0.993244347
248	2.48	0.993430881
249	2.49	0.993612845
250	2.5	0.993790335
251	2.51	0.993963442
252	2.52	0.994132258
253	2.53	0.994296874
254	2.54	0.994457377
255	2.55	0.994613854
256	2.56	0.994766392
257	2.57	0.994915074
258	2.58	0.995059984
259	2.59	0.995201203
260	2.6	0.995338812
261	2.61	0.995472889
262	2.62	0.995603512
263	2.63	0.995730757
264	2.64	0.995854699
265	2.65	0.995975411
266	2.66	0.996092967
267	2.67	0.996207438
268	2.68	0.996318892
269	2.69	0.996427399
270	2.7	0.996533026
271	2.71	0.99663584
272	2.72	0.996735904
273	2.73	0.996833284
274	2.74	0.996928041
275	2.75	0.997020237
276	2.76	0.997109932
277	2.77	0.997197185
278	2.78	0.997282055
279	2.79	0.997364598
280	2.8	0.99744487
281	2.81	0.997522925
282	2.82	0.997598818
283	2.83	0.9976726
284	2.84	0.997744323
285	2.85	0.997814039
286	2.86	0.997881795
287	2.87	0.997947641
288	2.88	0.998011624
289	2.89	0.998073791
290	2.9	0.998134187
291	2.91	0.998192856
292	2.92	0.998249843
293	2.93	0.99830519
294	2.94	0.998358939
295	2.95	0.99841113
296	2.96	0.998461805
297	2.97	0.998511001
298	2.98	0.998558758
299	2.99	0.998605113
300	3	0.998650102
301	3.01	0.998693762
302	3.02	0.998736127
303	3.03	0.998777231
304	3.04	0.998817109
305	3.05	0.998855793
306	3.06	0.998893315
307	3.07	0.998929706
308	3.08	0.998964997
309	3.09	0.998999218
310	3.1	0.999032397
311	3.11	0.999064563
312	3.12	0.999095745
313	3.13	0.999125968
314	3.14	0.999155261
315	3.15	0.999183648
316	3.16	0.999211154
317	3.17	0.999237805
318	3.18	0.999263625
319	3.19	0.999288636
320	3.2	0.999312862
321	3.21	0.999336325
322	3.22	0.999359047
323	3.23	0.999381049
324	3.24	0.999402352
325	3.25	0.999422975
326	3.26	0.999442939
327	3.27	0.999462263
328	3.28	0.999480965
329	3.29	0.999499063
330	3.3	0.999516576
331	3.31	0.99953352
332	3.32	0.999549913
333	3.33	0.99956577
334	3.34	0.999581108
335	3.35	0.999595942
336	3.36	0.999610288
337	3.37	0.999624159
338	3.38	0.999637571
339	3.39	0.999650537
340	3.4	0.999663071
341	3.41	0.999675186
342	3.42	0.999686894
343	3.43	0.999698209
344	3.44	0.999709143
345	3.45	0.999719707
346	3.46	0.999729912
347	3.47	0.999739771
348	3.48	0.999749293
349	3.49	0.99975849
350	3.5	0.999767371
351	3.51	0.999775947
352	3.52	0.999784227
353	3.53	0.99979222
354	3.54	0.999799936
355	3.55	0.999807384
356	3.56	0.999814573
357	3.57	0.999821509
358	3.58	0.999828203
359	3.59	0.999834661
360	3.6	0.999840891
361	3.61	0.999846901
362	3.62	0.999852698
363	3.63	0.999858289
364	3.64	0.999863681
365	3.65	0.99986888
366	3.66	0.999873892
367	3.67	0.999878725
368	3.68	0.999883383
369	3.69	0.999887873
370	3.7	0.9998922
371	3.71	0.99989637
372	3.72	0.999900389
373	3.73	0.99990426
374	3.74	0.99990799
375	3.75	0.999911583
376	3.76	0.999915043
377	3.77	0.999918376
378	3.78	0.999921586
379	3.79	0.999924676
380	3.8	0.999927652
381	3.81	0.999930517
382	3.82	0.999933274
383	3.83	0.999935928
384	3.84	0.999938483
385	3.85	0.999940941
386	3.86	0.999943306
387	3.87	0.999945582
388	3.88	0.999947772
389	3.89	0.999949878
390	3.9	0.999951904
391	3.91	0.999953852
392	3.92	0.999955726
393	3.93	0.999957527
394	3.94	0.999959259
