5.751408426483255,0,2.7200000000000104
3.6000000000000227,2.800000000000068,4,2.800000000000068,2.6000000000000227,3.2000000000000455,3,1,4,2.7999999999999545,3,3,2.2000000000000455,3.800000000000068,0.7999999999999545,2.6000000000000227,0.20000000000004547,2.6000000000000227,3.599999999999909,2.7999999999999545
